Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Travel_Rarely,Sales,2,Life Sciences,1,Male,3,1,Sales Representative,3,Married,No,3,2,1,2
38,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,2,2,Manufacturing Director,3,Married,No,10,8,7,7
42,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,2,Research Scientist,1,Divorced,Yes,9,4,1,2
41,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Research Scientist,4,Married,No,12,5,1,0
47,No,Non-Travel,Research & Development,1,Medical,3,Female,3,3,Research Director,2,Married,No,14,13,5,12
35,No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,1,Laboratory Technician,3,Married,Yes,5,2,2,2
22,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,3,Single,No,4,3,1,2
35,No,Travel_Rarely,Research & Development,4,Medical,2,Male,3,2,Research Scientist,3,Single,No,10,10,0,8
33,No,Travel_Rarely,Research & Development,2,Medical,2,Female,3,2,Healthcare Representative,4,Married,Yes,10,9,8,1
32,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,1,Laboratory Technician,2,Single,No,6,6,4,1
40,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,No,8,1,0,0
32,No,Travel_Rarely,Sales,4,Medical,2,Male,2,1,Sales Representative,2,Married,No,3,2,2,2
39,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,2,Research Scientist,4,Single,No,18,7,1,7
38,No,Travel_Rarely,Research & Development,3,Medical,2,Female,1,3,Research Director,3,Married,No,20,18,1,11
32,No,Travel_Rarely,Sales,4,Marketing,3,Female,3,3,Sales Executive,4,Married,No,14,14,5,7
37,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,4,3,Research Director,4,Married,Yes,16,16,6,8
25,No,Travel_Rarely,Sales,2,Other,1,Female,3,2,Sales Executive,3,Divorced,Yes,6,5,0,4
52,No,Non-Travel,Sales,4,Life Sciences,1,Male,3,1,Sales Representative,4,Divorced,No,16,9,0,0
44,No,Travel_Rarely,Research & Development,3,Medical,2,Male,3,1,Research Scientist,4,Single,Yes,6,4,1,2
21,No,Travel_Rarely,Sales,1,Medical,3,Male,3,1,Sales Representative,1,Single,Yes,2,2,1,2
39,No,Non-Travel,Research & Development,3,Life Sciences,4,Male,3,5,Manager,4,Single,No,21,6,1,3
23,Yes,Travel_Frequently,Sales,3,Marketing,4,Male,3,1,Sales Representative,1,Married,No,1,1,1,0
36,No,Travel_Rarely,Sales,3,Medical,1,Female,2,3,Sales Executive,4,Married,No,10,9,3,4
36,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,2,Manufacturing Director,2,Divorced,No,18,4,0,2
56,No,Non-Travel,Research & Development,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Divorced,No,13,13,1,9
29,Yes,Travel_Rarely,Research & Development,4,Medical,1,Male,3,1,Research Scientist,4,Married,Yes,4,2,2,2
42,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,5,Manager,3,Married,No,24,22,4,14
56,Yes,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,3,1,Laboratory Technician,3,Married,No,14,10,9,8
41,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,2,4,Manufacturing Director,2,Married,No,21,20,0,10
34,No,Travel_Rarely,Sales,3,Marketing,4,Female,2,2,Sales Executive,3,Married,No,8,8,1,7
36,No,Non-Travel,Sales,4,Marketing,4,Male,1,2,Sales Executive,4,Divorced,No,15,15,11,11
41,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,2,Sales Executive,2,Divorced,No,14,5,0,4
32,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,No,4,4,1,2
35,No,Travel_Rarely,Human Resources,4,Life Sciences,3,Female,3,3,Human Resources,4,Single,Yes,9,9,1,7
38,No,Travel_Rarely,Sales,2,Life Sciences,1,Female,3,2,Sales Executive,4,Married,No,10,10,1,9
50,Yes,Travel_Frequently,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,3,Divorced,No,12,6,0,1
36,No,Travel_Rarely,Sales,4,Marketing,2,Female,2,2,Sales Executive,4,Married,No,8,6,0,0
45,No,Travel_Rarely,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,No,8,5,0,1
40,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,3,Single,No,8,2,2,2
35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,3,2,Healthcare Representative,3,Married,Yes,10,10,0,2
40,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,1,Research Scientist,3,Married,No,20,5,0,2
35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,1,1,Research Scientist,4,Married,No,4,4,1,1
29,No,Travel_Rarely,Research & Development,2,Other,4,Male,2,2,Laboratory Technician,2,Married,Yes,10,4,0,3
29,No,Travel_Rarely,Research & Development,4,Medical,4,Female,2,1,Research Scientist,1,Single,No,5,5,0,4
50,Yes,Travel_Rarely,Sales,3,Marketing,4,Male,2,3,Sales Executive,1,Divorced,Yes,20,3,2,0
39,No,Travel_Rarely,Sales,1,Marketing,2,Female,2,4,Sales Executive,4,Married,No,21,20,9,6
31,No,Non-Travel,Research & Development,3,Medical,2,Male,3,2,Manufacturing Director,1,Single,No,10,9,1,7
26,No,Travel_Rarely,Sales,3,Other,4,Female,2,1,Sales Representative,3,Single,No,5,4,0,0
36,No,Travel_Frequently,Research & Development,2,Medical,3,Male,4,2,Laboratory Technician,4,Married,No,17,5,0,3
39,No,Travel_Rarely,Research & Development,1,Medical,4,Male,2,3,Healthcare Representative,1,Married,No,9,7,1,7
27,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,4,2,Manufacturing Director,2,Married,Yes,6,6,0,3
49,No,Travel_Frequently,Sales,3,Medical,4,Male,2,2,Sales Executive,2,Married,No,17,9,0,8
34,No,Travel_Rarely,Research & Development,3,Medical,2,Male,4,2,Laboratory Technician,3,Married,No,6,4,1,2
